genomes,Total_COGs
Pseudomonas_aeruginosa_BWH047_11119,1464
Pseudomonas_aeruginosa_BWH049,1464
Pseudomonas_aeruginosa_BWH050,1461
Pseudomonas_aeruginosa_BWH053,1461
Pseudomonas_aeruginosa_BWH054,1469
Pseudomonas_aeruginosa_BWH055,1461
Pseudomonas_aeruginosa_BWH056,1470
Pseudomonas_aeruginosa_BWH057,1470
Pseudomonas_aeruginosa_BWH058,1464
Pseudomonas_aeruginosa_BWH059,1464
Pseudomonas_aeruginosa_BWH060,1460
Pseudomonas_aeruginosa_BWHPSA019,1458
Pseudomonas_aeruginosa_BWHPSA021,1466
Pseudomonas_aeruginosa_BWHPSA022,1468
Pseudomonas_aeruginosa_BWHPSA023,1464
Pseudomonas_aeruginosa_BWHPSA024,1464
Pseudomonas_aeruginosa_BWHPSA025,1456
Pseudomonas_aeruginosa_C1913C,1485
Pseudomonas_aeruginosa_C2159M,1495
Pseudomonas_aeruginosa_C2773C,1443
Pseudomonas_aeruginosa_C3_10041,1466
Pseudomonas_aeruginosa_C3128_10169,1467
Pseudomonas_aeruginosa_C5311_10173,1455
Pseudomonas_aeruginosa_C7_T3583_10061,1461
Pseudomonas_aeruginosa_C8_T3532_10057,1461
Pseudomonas_aeruginosa_C9_P1814_10361,1469
Pseudomonas_aeruginosa_CCBH17348_7134,1455
Pseudomonas_aeruginosa_CCBH18249_10728,1462
Pseudomonas_aeruginosa_CCBH4850_10730,1461
Pseudomonas_aeruginosa_CCBH4851_6103,1469
Pseudomonas_aeruginosa_CCBH5939_10729,1458
Pseudomonas_aeruginosa_CCF_696_5237,1455
Pseudomonas_aeruginosa_CCF_715_5364,1455
Pseudomonas_aeruginosa_CCF_716_5283,1454
Pseudomonas_aeruginosa_CCF_835_5282,1453
Pseudomonas_aeruginosa_CCF_839_5685,1442
Pseudomonas_aeruginosa_CCF_851_5401,1467
Pseudomonas_aeruginosa_CCUG_70744_6254,1466
Pseudomonas_aeruginosa_CF5,1459
Pseudomonas_aeruginosa_CF77,1470
Pseudomonas_aeruginosa_CF_PA39,1449
Pseudomonas_aeruginosa_CI27,1452
Pseudomonas_aeruginosa_CIG1,1451
Pseudomonas_aeruginosa_CL232_5100,1445
Pseudomonas_aeruginosa_CL297_7041,1464
Pseudomonas_aeruginosa_CLB24226_5265,1461
Pseudomonas_aeruginosa_CLJ3_5974,1447
Pseudomonas_aeruginosa_CN573_PSE143_10133,1460
Pseudomonas_aeruginosa_CND03_10172,1454
Pseudomonas_aeruginosa_Co380791_10127,1474
Pseudomonas_aeruginosa_Co399645_10138,1456
Pseudomonas_aeruginosa_COPD2a_5214,1455
Pseudomonas_aeruginosa_COPD2d_5043,1453
Pseudomonas_aeruginosa_COPD6a_5006,1460
Pseudomonas_aeruginosa_COPD6d_6641,1418
Pseudomonas_aeruginosa_CPHL10299_10119,1461
Pseudomonas_aeruginosa_CPHL10701_10161,1434
Pseudomonas_aeruginosa_CPHL6749_10121,1453
Pseudomonas_aeruginosa_CPHL8203_10164,1465
Pseudomonas_aeruginosa_D1_10037,1464
Pseudomonas_aeruginosa_D2-463_6445,1455
Pseudomonas_aeruginosa_D429_Q_isolate_Mi162_2_9940,1441
Pseudomonas_aeruginosa_D9_3362_10012,1464
Pseudomonas_aeruginosa_DHS01,1448
Pseudomonas_aeruginosa_DHS29,1459
Pseudomonas_aeruginosa_DK1_substr_NH57388A_6643,1461
Pseudomonas_aeruginosa_DK2,1466
Pseudomonas_aeruginosa_DLL7525_6931,1426
Pseudomonas_aeruginosa_DMC-27b_10828,1454
Pseudomonas_aeruginosa_DUN-001-3B_10085,1459
Pseudomonas_aeruginosa_DUN-001-4_10083,1454
Pseudomonas_aeruginosa_DUN-001A_10044,1457
Pseudomonas_aeruginosa_DUN-001B_10088,1459
Pseudomonas_aeruginosa_DUN-001C_10141,1455
Pseudomonas_aeruginosa_DUN-002C_10052,1463
Pseudomonas_aeruginosa_DUN-003B_10050,1461
Pseudomonas_aeruginosa_DUN-013_10045,1455
Pseudomonas_aeruginosa_DUN-015A_10075,1469
Pseudomonas_aeruginosa_DUN-018_10046,1463
Pseudomonas_aeruginosa_DUN-024-1_10074,1465
Pseudomonas_aeruginosa_E1_T4189_10000,1454
Pseudomonas_aeruginosa_E2758_10592,1454
Pseudomonas_aeruginosa_E429_isolate_15108-1_9923,1460
Pseudomonas_aeruginosa_E-500_6222,1467
Pseudomonas_aeruginosa_E6130952_7221,1458
Pseudomonas_aeruginosa_E82A_isolate_AES-1R_9920,1462
Pseudomonas_aeruginosa_E9_4068_10029,1471
Pseudomonas_aeruginosa_EC22_isolate_AUS52_9941,1471
Pseudomonas_aeruginosa_EC2A_isolate_CHA_9924,1463
Pseudomonas_aeruginosa_ER06896_9942,1463
Pseudomonas_aeruginosa_ESP06B_10167,1474
Pseudomonas_aeruginosa_ET02_3996,1462
Pseudomonas_aeruginosa_F2_10040,1469
Pseudomonas_aeruginosa_F2-1206_6825,1458
Pseudomonas_aeruginosa_F5677,1459
Pseudomonas_aeruginosa_F69A_isolate_IST27_9931,1461
Pseudomonas_aeruginosa_F69A_isolate_IST27N_9932,1461
Pseudomonas_aeruginosa_FDAARGOS_121_6903,1462
Pseudomonas_aeruginosa_FDAARGOS_154,1480
Pseudomonas_aeruginosa_FDAARGOS_340_7649,1467
Pseudomonas_aeruginosa_FDAARGOS_532_9952,1465
Pseudomonas_aeruginosa_FFUP_PS_144_6558,1466
Pseudomonas_aeruginosa_FFUP_PS_35_7170,1456
Pseudomonas_aeruginosa_FFUP_PS_37_7081,1459
Pseudomonas_aeruginosa_FFUP_PS_65_7206,1472
Pseudomonas_aeruginosa_FFUP_PS_690_6970,1455
Pseudomonas_aeruginosa_GIMC5015:PAKB6_10430,1459
Pseudomonas_aeruginosa_GIMC5016:PA1840_10695,1460
Pseudomonas_aeruginosa_H25883_9950,1463
Pseudomonas_aeruginosa_H26023_9951,1460
Pseudomonas_aeruginosa_H26027_9949,1471
Pseudomonas_aeruginosa_H2-9me_6698,1463
Pseudomonas_aeruginosa_H3_10035,1462
Pseudomonas_aeruginosa_HB15_7582,1462
Pseudomonas_aeruginosa_HB159_10062,1466
Pseudomonas_aeruginosa_HB392_9983,1466
Pseudomonas_aeruginosa_HCF100_10566,1466
Pseudomonas_aeruginosa_HCF55_10542,1463
Pseudomonas_aeruginosa_HCF591_10563,1455
Pseudomonas_aeruginosa_HCF73_10536,1467
Pseudomonas_aeruginosa_HCF86_10541,1465
Pseudomonas_aeruginosa_HIAE_PA01_7214,1461
Pseudomonas_aeruginosa_HIAE_PA02_6980,1464
Pseudomonas_aeruginosa_HIAE_PA05_6966,1468
Pseudomonas_aeruginosa_HIAE_PA13_6929,1472
Pseudomonas_aeruginosa_HIAE_PA14_6071,1462
Pseudomonas_aeruginosa_HIAE_PA15_7025,1455
Pseudomonas_aeruginosa_HIAE_PA16_6967,1466
Pseudomonas_aeruginosa_HIAE_PA17_6826,1452
Pseudomonas_aeruginosa_HM294_10021,1470
Pseudomonas_aeruginosa_HM299_10020,1466
Pseudomonas_aeruginosa_HM300_10017,1473
Pseudomonas_aeruginosa_HM301_10016,1472
Pseudomonas_aeruginosa_HPA12_10144,1467
Pseudomonas_aeruginosa_HPA16_10176,1470
Pseudomonas_aeruginosa_HPA6_10178,1474
Pseudomonas_aeruginosa_HPA8_10181,1470
Pseudomonas_aeruginosa_HUN_PA531,1454
Pseudomonas_aeruginosa_I1-408_6930,1465
Pseudomonas_aeruginosa_IMP-13_10390,1458
Pseudomonas_aeruginosa_isolate_blood_11325,1461
Pseudomonas_aeruginosa_isolate_early_isolate_NN2_clone_C_6774,1467
Pseudomonas_aeruginosa_isolate_F30658_3634,1472
Pseudomonas_aeruginosa_isolate_F9670_3848,1470
Pseudomonas_aeruginosa_J80UH1OS1_10113,1460
Pseudomonas_aeruginosa_J9UH1F_10117,1455
Pseudomonas_aeruginosa_K34-7_7082,1464
Pseudomonas_aeruginosa_Kasamber_5192,1462
Pseudomonas_aeruginosa_KCRI-164A_isolate_RDK04_164A_5790,1451
Pseudomonas_aeruginosa_KCRI-214_isolate_R0003_214_6411,1455
Pseudomonas_aeruginosa_KCRI-242_isolate_R0008_242_6868,1461
Pseudomonas_aeruginosa_KCRI-260_isolate_R0004_260_6277,1453
Pseudomonas_aeruginosa_KCRI-309A_isolate_RDK02_309A_7039,1459
Pseudomonas_aeruginosa_KCRI-310A_isolate_R0008_310A_6804,1455
Pseudomonas_aeruginosa_KCRI-379A_isolate_RDK06_379A_5812,1465
Pseudomonas_aeruginosa_KCRI-462_isolate_RDK06_462_6637,1465
Pseudomonas_aeruginosa_KCRI-549_isolate_R0006_549_6506,1441
Pseudomonas_aeruginosa_KCRI-610_isolate_RDK01_610_7336,1471
Pseudomonas_aeruginosa_LCT-PA102,1451
Pseudomonas_aeruginosa_LCT-PA220,1457
Pseudomonas_aeruginosa_LES431,1465
Pseudomonas_aeruginosa_LESB58_125,1468
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_10_a1_2580,1461
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_11_a1_2581,1461
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_14_a1_2583,1461
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_15_a1_2608,1460
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_18_a1_2586,1462
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_19_a1_2609,1460
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_1_a1_2603,1460
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_2_a1_2604,1461
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_30_a1_2612,1459
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_31_a1_2595,1462
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_32_a1_2596,1462
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_36_a1_2599,1462
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_37_a1_2618,1460
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_38_a1_2600,1460
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_39_a1_2601,1460
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_3_a1_2605,1462
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_7_a1_2614,1461
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_8_a1_2578,1460
Pseudomonas_aeruginosa_LES_CF_sputum_CF03_contigs_9_a1_2579,1460
Pseudomonas_aeruginosa_LiA96_2004_10152,1455
Pseudomonas_aeruginosa_LIM1030_5783,1457
Pseudomonas_aeruginosa_LIM4308_6999,1458
Pseudomonas_aeruginosa_LIM4447_6937,1449
Pseudomonas_aeruginosa_LIM4519_6761,1453
Pseudomonas_aeruginosa_LiP10a_10025,1459
Pseudomonas_aeruginosa_LiP10b_10024,1460
Pseudomonas_aeruginosa_LiP11_10067,1460
Pseudomonas_aeruginosa_LiP12_10064,1461
Pseudomonas_aeruginosa_LiP2b_10030,1466
Pseudomonas_aeruginosa_LiP2c_10028,1467
Pseudomonas_aeruginosa_LiP3_10034,1458
Pseudomonas_aeruginosa_LiP4_10070,1470
Pseudomonas_aeruginosa_LiP5_10027,1460
Pseudomonas_aeruginosa_LiP6_10069,1460
Pseudomonas_aeruginosa_LiP7_10026,1462
Pseudomonas_aeruginosa_LiP8_10068,1465
Pseudomonas_aeruginosa_LiP9_10031,1457
Pseudomonas_aeruginosa_Lw1047_10153,1465
Pseudomonas_aeruginosa_LW_10696,1465
Pseudomonas_aeruginosa_M26_7294,1446
Pseudomonas_aeruginosa_M55212_6119,1467
Pseudomonas_aeruginosa_M74707_6548,1454
Pseudomonas_aeruginosa_MCF104_10571,1463
Pseudomonas_aeruginosa_MCF134_10572,1461
Pseudomonas_aeruginosa_MCF149_10578,1466
Pseudomonas_aeruginosa_MCF178_10579,1457
Pseudomonas_aeruginosa_MED11_11136,1477
Pseudomonas_aeruginosa_MED13_11133,1468
Pseudomonas_aeruginosa_MED14_11134,1458
Pseudomonas_aeruginosa_MED15_11137,1470
Pseudomonas_aeruginosa_MED16_11138,1477
Pseudomonas_aeruginosa_MED17_11140,1470
Pseudomonas_aeruginosa_MED18_11139,1471
Pseudomonas_aeruginosa_MED19_11141,1469
Pseudomonas_aeruginosa_MED20_11143,1465
Pseudomonas_aeruginosa_MED21_11142,1473
Pseudomonas_aeruginosa_MH19_2858,1475
Pseudomonas_aeruginosa_MH27,1465
Pseudomonas_aeruginosa_Mi162_10303,1473
Pseudomonas_aeruginosa_MMK2018_11103,1461
Pseudomonas_aeruginosa_MRSN11278_10515,1460
Pseudomonas_aeruginosa_MRSN11281_10516,1459
Pseudomonas_aeruginosa_MRSN11285_10520,1462
Pseudomonas_aeruginosa_MRSN11286_10523,1454
Pseudomonas_aeruginosa_MRSN11536_10522,1460
Pseudomonas_aeruginosa_MRSN1344_10518,1451
Pseudomonas_aeruginosa_MRSN13488_10517,1419
Pseudomonas_aeruginosa_MRSN1356_10509,1442
Pseudomonas_aeruginosa_MRSN1380_10507,1457
Pseudomonas_aeruginosa_MRSN1601_10489,1457
Pseudomonas_aeruginosa_MRSN1612_10504,1452
Pseudomonas_aeruginosa_MRSN1613_10487,1454
Pseudomonas_aeruginosa_MRSN1617_10488,1466
Pseudomonas_aeruginosa_MRSN16344_10503,1448
Pseudomonas_aeruginosa_MRSN17849_10480,1451
Pseudomonas_aeruginosa_MRSN18560_10693,1454
Pseudomonas_aeruginosa_MRSN18562_10501,1451
Pseudomonas_aeruginosa_MRSN18754_10463,1456
Pseudomonas_aeruginosa_MRSN18803_10691,1455
Pseudomonas_aeruginosa_MRSN18855_10689,1459
Pseudomonas_aeruginosa_MRSN18970_10481,1451
Pseudomonas_aeruginosa_MRSN18971_2086,1456
Pseudomonas_aeruginosa_MRSN1899_10478,1463
Pseudomonas_aeruginosa_MRSN1902_10479,1457
Pseudomonas_aeruginosa_MRSN1906_10476,1468
Pseudomonas_aeruginosa_MRSN1925_10499,1464
Pseudomonas_aeruginosa_MRSN1938_10477,1457
Pseudomonas_aeruginosa_MRSN1948_10475,1460
Pseudomonas_aeruginosa_MRSN25762_10469,1462
Pseudomonas_aeruginosa_MRSN26263_10498,1462
Pseudomonas_aeruginosa_MRSN29192_10468,1459
Pseudomonas_aeruginosa_MRSN30858_10497,1453
Pseudomonas_aeruginosa_MRSN436311_10464,1457
Pseudomonas_aeruginosa_MRSN443463_10450,1462
Pseudomonas_aeruginosa_MRSN4841_10448,1451
Pseudomonas_aeruginosa_MRSN5498_10449,1455
Pseudomonas_aeruginosa_MRSN5508_10459,1456
Pseudomonas_aeruginosa_MRSN6241_10441,1457
Pseudomonas_aeruginosa_MRSN6678_10442,1463
Pseudomonas_aeruginosa_MRSN6695_10440,1461
Pseudomonas_aeruginosa_MRSN6739_10458,1450
Pseudomonas_aeruginosa_MRSN9873_10454,1446
Pseudomonas_aeruginosa_MRSN994_10435,1472
Pseudomonas_aeruginosa_MSB2949_10093,1465
Pseudomonas_aeruginosa_MSB3405_10091,1463
Pseudomonas_aeruginosa_NCGM1984_2619,1453
Pseudomonas_aeruginosa_NCMG1179,1468
Pseudomonas_aeruginosa_NCTC10782_5991,1434
Pseudomonas_aeruginosa_NCTC12903_11167,1461
Pseudomonas_aeruginosa_NCTC13715_11168,1453
Pseudomonas_aeruginosa_NCTC6750_6271,1448
Pseudomonas_aeruginosa_nmrcch-6-2018_5871,1453
Pseudomonas_aeruginosa_NN5_10560,1458
Pseudomonas_aeruginosa_NUBRI-P_11108,1456
Pseudomonas_aeruginosa_OY15_10534,1455
Pseudomonas_aeruginosa_OY3_10562,1454
Pseudomonas_aeruginosa_P1885_10590,1449
Pseudomonas_aeruginosa_P2404_10597,1464
Pseudomonas_aeruginosa_P2733_10638,1465
Pseudomonas_aeruginosa_PA100_7068,1459
Pseudomonas_aeruginosa_Pa1014_9910,1455
Pseudomonas_aeruginosa_PA102_7194,1460
Pseudomonas_aeruginosa_Pa1076_9658,1457
Pseudomonas_aeruginosa_Pa1078_9899,1455
Pseudomonas_aeruginosa_PA1088,1465
Pseudomonas_aeruginosa_Pa1123_9902,1451
Pseudomonas_aeruginosa_PA11803,1467
Pseudomonas_aeruginosa_PA130788_6224,1471
Pseudomonas_aeruginosa_Pa1354_9905,1450
Pseudomonas_aeruginosa_PA13SY16_4009,1446
Pseudomonas_aeruginosa_PA149_6789,1461
Pseudomonas_aeruginosa_Pa2562_9906,1454
Pseudomonas_aeruginosa_Pa2568_9908,1454
Pseudomonas_aeruginosa_PA2_6803,1461
Pseudomonas_aeruginosa_PA31_6374,1459
Pseudomonas_aeruginosa_PA32_6820,1458
Pseudomonas_aeruginosa_PA33_7092,1457
Pseudomonas_aeruginosa_PA3448_5236,1466
Pseudomonas_aeruginosa_PA34_6359,1453
Pseudomonas_aeruginosa_Pa347_9901,1461
Pseudomonas_aeruginosa_PA35_5777,1454
Pseudomonas_aeruginosa_PA3_7102,1460
Pseudomonas_aeruginosa_PA37_6567,1457
Pseudomonas_aeruginosa_PA40_7076,1453
Pseudomonas_aeruginosa_Pa423_9655,1454
Pseudomonas_aeruginosa_PA45,1458
Pseudomonas_aeruginosa_PA4_7118,1462
Pseudomonas_aeruginosa_Pa538_3997,1461
Pseudomonas_aeruginosa_PA55_7265,1459
Pseudomonas_aeruginosa_PA5_7006,1460
Pseudomonas_aeruginosa_PA57_6991,1453
Pseudomonas_aeruginosa_Pa58_6334,1475
Pseudomonas_aeruginosa_Pa792_9654,1453
Pseudomonas_aeruginosa_Pa795_9656,1452
Pseudomonas_aeruginosa_PA-81_10357,1456
Pseudomonas_aeruginosa_PA82_5867,1456
Pseudomonas_aeruginosa_PA8281,1468
Pseudomonas_aeruginosa_PA83,1463
Pseudomonas_aeruginosa_Pa84_6035,1468
Pseudomonas_aeruginosa_PA86_6112,1456
Pseudomonas_aeruginosa_Pa885_9900,1459
Pseudomonas_aeruginosa_PA92_6202,1457
Pseudomonas_aeruginosa_PABL001_9628,1462
Pseudomonas_aeruginosa_PABL002_9626,1452
Pseudomonas_aeruginosa_PABL003_9627,1459
Pseudomonas_aeruginosa_PABL004_9612,1458
Pseudomonas_aeruginosa_PABL006_9613,1465
Pseudomonas_aeruginosa_PABL007_9600,1454
Pseudomonas_aeruginosa_PABL013_9624,1472
Pseudomonas_aeruginosa_PABL014_9623,1443
Pseudomonas_aeruginosa_PABL015_9622,1461
Pseudomonas_aeruginosa_PABL016_9621,1454
Pseudomonas_aeruginosa_PABL017_9633,1460
Pseudomonas_aeruginosa_PABL018_9614,1451
Pseudomonas_aeruginosa_PABL019_9620,1454
Pseudomonas_aeruginosa_PABL020_9619,1451
Pseudomonas_aeruginosa_PABL021_9615,1428
Pseudomonas_aeruginosa_PABL022_9618,1457
Pseudomonas_aeruginosa_PABL027_9581,1464
Pseudomonas_aeruginosa_PABL028_9604,1454
Pseudomonas_aeruginosa_PABL029_9616,1460
Pseudomonas_aeruginosa_PABL030_9617,1452
Pseudomonas_aeruginosa_PABL031_9611,1450
Pseudomonas_aeruginosa_PABL032_9610,1459
Pseudomonas_aeruginosa_PABL037_9605,1469
Pseudomonas_aeruginosa_PABL038_9568,1460
Pseudomonas_aeruginosa_PABL052_9597,1466
Pseudomonas_aeruginosa_PABL053_9593,1469
Pseudomonas_aeruginosa_PABL054_9592,1472
Pseudomonas_aeruginosa_PABL055_9589,1462
Pseudomonas_aeruginosa_PABL056,1443
Pseudomonas_aeruginosa_PABL057_9572,1454
Pseudomonas_aeruginosa_PABL058_9551,1463
Pseudomonas_aeruginosa_PABL059_9566,1464
Pseudomonas_aeruginosa_PABL060_9549,1456
Pseudomonas_aeruginosa_PABL061_9579,1452
Pseudomonas_aeruginosa_PABL066_9582,1467
Pseudomonas_aeruginosa_PABL067_9578,1442
Pseudomonas_aeruginosa_PABL068_9576,1455
Pseudomonas_aeruginosa_PABL069_9577,1463
Pseudomonas_aeruginosa_PABL070_9575,1456
Pseudomonas_aeruginosa_PABL071_9543,1449
Pseudomonas_aeruginosa_PABL072_9556,1455
Pseudomonas_aeruginosa_PABL073_9548,1459
Pseudomonas_aeruginosa_PABL084_9561,1454
Pseudomonas_aeruginosa_PABL085_9559,1470
Pseudomonas_aeruginosa_PABL086_9558,1469
Pseudomonas_aeruginosa_PABL088_9557,1451
Pseudomonas_aeruginosa_PABL089_9545,1464
Pseudomonas_aeruginosa_PABL090_9537,1457
Pseudomonas_aeruginosa_PABL091_9630,1461
Pseudomonas_aeruginosa_PABL092_9533,1465
Pseudomonas_aeruginosa_PABL096_9629,1461
Pseudomonas_aeruginosa_PABL097_9547,1452
Pseudomonas_aeruginosa_PABL098_9546,1454
Pseudomonas_aeruginosa_PABL100_9544,1467
Pseudomonas_aeruginosa_PAC108A_11021,1465
Pseudomonas_aeruginosa_PAC10A_11031,1447
Pseudomonas_aeruginosa_PAC10B_11039,1446
Pseudomonas_aeruginosa_PAC112A_10985,1465
Pseudomonas_aeruginosa_PAC115A_10996,1467
Pseudomonas_aeruginosa_PAC117A_11032,1457
Pseudomonas_aeruginosa_PAC11A_11030,1464
Pseudomonas_aeruginosa_PAC127A_11017,1460
Pseudomonas_aeruginosa_PAC127B_10988,1467
Pseudomonas_aeruginosa_PAC13A_11027,1456
Pseudomonas_aeruginosa_PAC13B_11034,1460
Pseudomonas_aeruginosa_PAC22A_11001,1461
Pseudomonas_aeruginosa_PAC23A_10999,1466
Pseudomonas_aeruginosa_PAC31A_11097,1460
Pseudomonas_aeruginosa_PAC31B_10994,1460
Pseudomonas_aeruginosa_PAC33A_11005,1459
Pseudomonas_aeruginosa_PAC33B_11023,1450
Pseudomonas_aeruginosa_PAC38A_10989,1459
Pseudomonas_aeruginosa_PAC38B_11016,1460
Pseudomonas_aeruginosa_PAC39A_11058,1470
Pseudomonas_aeruginosa_PAC70B_10993,1460
Pseudomonas_aeruginosa_PAC74A_11057,1474
Pseudomonas_aeruginosa_PAC76A_10986,1456
Pseudomonas_aeruginosa_PAC78A_11003,1458
Pseudomonas_aeruginosa_PAC78B_11004,1458
Pseudomonas_aeruginosa_PAC79A_11028,1458
Pseudomonas_aeruginosa_PAC79B_11029,1459
Pseudomonas_aeruginosa_PAC80A_10992,1462
Pseudomonas_aeruginosa_PAC81A_11015,1456
Pseudomonas_aeruginosa_PAC81B_10984,1461
Pseudomonas_aeruginosa_PAC84A_11002,1463
Pseudomonas_aeruginosa_PAC91A_10983,1463
Pseudomonas_aeruginosa_PAC93A_11040,1467
Pseudomonas_aeruginosa_PAC93B_11037,1467
Pseudomonas_aeruginosa_PAC93C_11038,1464
Pseudomonas_aeruginosa_PAC94A_11000,1463
Pseudomonas_aeruginosa_PAC98C_11019,1465
Pseudomonas_aeruginosa_PAC98D_10990,1458
Pseudomonas_aeruginosa_PAC9A_11033,1469
Pseudomonas_aeruginosa_PA_D16,1458
Pseudomonas_aeruginosa_PA_D1,1457
Pseudomonas_aeruginosa_PA_D21,1457
Pseudomonas_aeruginosa_PA_D22,1457
Pseudomonas_aeruginosa_PA_D25,1458
Pseudomonas_aeruginosa_PA_D2,1457
Pseudomonas_aeruginosa_PA_D5,1457
Pseudomonas_aeruginosa_Pae70_10705,1401
Pseudomonas_aeruginosa_Pae74_10701,1462
Pseudomonas_aeruginosa_Pae81_10700,1457
Pseudomonas_aeruginosa_Pae83_10702,1463
Pseudomonas_aeruginosa_Pae_CF6701a_9512,1425
Pseudomonas_aeruginosa_Pae_CF6701c_9513,1430
Pseudomonas_aeruginosa_Pae_CF6701e_7625,1425
Pseudomonas_aeruginosa_Pae_CF6701h_9514,1439
Pseudomonas_aeruginosa_Pae_CF6701k_2635,1453
Pseudomonas_aeruginosa_Pae_CF6703m_2674,1450
Pseudomonas_aeruginosa_Pae_CF6703n_2657,1454
Pseudomonas_aeruginosa_Pae_CF6703o_2675,1451
Pseudomonas_aeruginosa_Pae_CF6703p_2658,1452
Pseudomonas_aeruginosa_Pae_CF6703q_2676,1449
Pseudomonas_aeruginosa_Pae_CF6703r_2677,1451
Pseudomonas_aeruginosa_Pae_CF6704a_2693,1453
Pseudomonas_aeruginosa_Pae_CF6704b_2694,1452
Pseudomonas_aeruginosa_Pae_CF6704c_2678,1454
Pseudomonas_aeruginosa_Pae_CF6705p_2716,1449
Pseudomonas_aeruginosa_Pae_CF6705q_2824,1448
Pseudomonas_aeruginosa_Pae_CF6705r_2825,1447
Pseudomonas_aeruginosa_Pae_CF6705s_2718,1450
Pseudomonas_aeruginosa_Pae_CF6705t_2826,1452
Pseudomonas_aeruginosa_Pae_CF6706a_2827,1447
Pseudomonas_aeruginosa_Pae_CF6706b_2829,1456
Pseudomonas_aeruginosa_Pae_CF6706c_2828,1453
Pseudomonas_aeruginosa_Pae_CF6706d_2830,1431
Pseudomonas_aeruginosa_Pae_CF6706e_2831,1441
Pseudomonas_aeruginosa_Pae_CF6706m_2836,1446
Pseudomonas_aeruginosa_Pae_CF6706o_2847,1425
Pseudomonas_aeruginosa_Pae_CF6706p_2846,1442
Pseudomonas_aeruginosa_Pae_CF6706q_2838,1436
Pseudomonas_aeruginosa_Pae_CF6706r_2839,1451
Pseudomonas_aeruginosa_Pae_CF6706s_2840,1438
Pseudomonas_aeruginosa_Pae_CF6706t_7626,1404
Pseudomonas_aeruginosa_Pae_CF6707a_2841,1443
Pseudomonas_aeruginosa_Pae_CF6707b_2722,1449
Pseudomonas_aeruginosa_Pae_CF6708l_2740,1454
Pseudomonas_aeruginosa_Pae_CF6708m_2741,1454
Pseudomonas_aeruginosa_Pae_CF6708n_2742,1451
Pseudomonas_aeruginosa_Pae_CF6708o_2743,1459
Pseudomonas_aeruginosa_Pae_CF6708p_2744,1448
Pseudomonas_aeruginosa_Pae_CF6708q_2745,1452
Pseudomonas_aeruginosa_Pae_CF6708r_2746,1454
Pseudomonas_aeruginosa_Pae_CF6708s_2747,1451
Pseudomonas_aeruginosa_Pae_CF6709d_2751,1447
Pseudomonas_aeruginosa_Pae_CF6709e_2753,1455
Pseudomonas_aeruginosa_Pae_CF6709f_2754,1449
Pseudomonas_aeruginosa_Pae_CF6709g_2755,1451
Pseudomonas_aeruginosa_Pae_CF6709h_2756,1452
Pseudomonas_aeruginosa_Pae_CF6709i_2757,1452
Pseudomonas_aeruginosa_Pae_CF6709j_2758,1448
Pseudomonas_aeruginosa_Pae_CF6709o_2763,1451
Pseudomonas_aeruginosa_Pae_CF6709p_2764,1452
Pseudomonas_aeruginosa_Pae_CF6709q_2765,1457
Pseudomonas_aeruginosa_Pae_CF6709r_2766,1453
Pseudomonas_aeruginosa_Pae_CF6709s_2767,1453
Pseudomonas_aeruginosa_Pae_CF6709t_2768,1453
Pseudomonas_aeruginosa_Pae_CF6710a_2769,1451
Pseudomonas_aeruginosa_Pae_CF6710b_2770,1456
Pseudomonas_aeruginosa_Pae_CF6710c_2771,1455
Pseudomonas_aeruginosa_Pae_CF6710d_2772,1453
Pseudomonas_aeruginosa_Pae_CF6710e_2773,1448
Pseudomonas_aeruginosa_Pae_CF6710f_2774,1458
Pseudomonas_aeruginosa_Pae_CF6711e_2792,1451
Pseudomonas_aeruginosa_Pae_CF6711f_2793,1448
Pseudomonas_aeruginosa_Pae_CF6711g_2794,1449
Pseudomonas_aeruginosa_Pae_CF6711h_2795,1453
Pseudomonas_aeruginosa_Pae_CF6711i_2796,1448
Pseudomonas_aeruginosa_Pae_CF6711j_2797,1456
Pseudomonas_aeruginosa_Pae_CF6711k_2798,1451
Pseudomonas_aeruginosa_Pae_CF6711l_2800,1448
