genomes,Total_COGs
Pseudomonas_syringae_GR12-2_4124,1385
Pseudomonas_syringae_ICMP18802_5383,1379
Pseudomonas_syringae_ICMP_18804,1377
Pseudomonas_syringae_ICMP_18806,1379
Pseudomonas_syringae_ICMP9756_6086,1374
Pseudomonas_syringae_IPV-BO-8893_6161,1362
Pseudomonas_syringae_IPV-BO-9286_7034,1363
Pseudomonas_syringae_IPV-BO-9312_5839,1358
Pseudomonas_syringae_J38_6273,1358
Pseudomonas_syringae_K4_6858,1352
Pseudomonas_syringae_K5_6842,1357
Pseudomonas_syringae_K6_6260,1352
Pseudomonas_syringae_K7_6731,1368
Pseudomonas_syringae_KCTC_12500,1344
Pseudomonas_syringae_KN2a3_6844,1376
Pseudomonas_syringae_Knox623a_6196,1365
Pseudomonas_syringae_Knox652c_7330,1361
Pseudomonas_syringae_LMCP10_6799,1336
Pseudomonas_syringae_LMCP80_6547,1359
Pseudomonas_syringae_LMCP91_5837,1365
Pseudomonas_syringae_LMG5095_7342,1354
Pseudomonas_syringae_LP217a_6672,1339
Pseudomonas_syringae_LP221b_6874,1342
Pseudomonas_syringae_LP8681a_6647,1358
Pseudomonas_syringae_M227_6536,1366
Pseudomonas_syringae_M256_7288,1359
Pseudomonas_syringae_M401_7230,1363
Pseudomonas_syringae_MAFF212054_6837,1378
Pseudomonas_syringae_MAFF212063_6757,1373
Pseudomonas_syringae_MAFF_212134_6985,1371
Pseudomonas_syringae_MAFF_212141_6373,1378
Pseudomonas_syringae_MB03_4121,1346
Pseudomonas_syringae_NCPPB_3871_5835,1357
Pseudomonas_syringae_NP291a_6410,1357
Pseudomonas_syringae_NZ35_5847,1360
Pseudomonas_syringae_NZ37_6502,1360
Pseudomonas_syringae_NZ38_5773,1362
Pseudomonas_syringae_NZ39_7204,1363
Pseudomonas_syringae_NZ40_5796,1360
Pseudomonas_syringae_NZ41_6900,1364
Pseudomonas_syringae_NZ42_6736,1361
Pseudomonas_syringae_NZ43_7315,1362
Pseudomonas_syringae_NZ-45_5193,1368
Pseudomonas_syringae_NZ45_6142,1371
Pseudomonas_syringae_NZ46_7262,1365
Pseudomonas_syringae_NZ47_7048,1363
Pseudomonas_syringae_NZ48_5818,1361
Pseudomonas_syringae_NZ49_6104,1363
Pseudomonas_syringae_NZ54_6759,1363
Pseudomonas_syringae_NZ59_7045,1364
Pseudomonas_syringae_NZIPFR-IHC1_5785,1368
Pseudomonas_syringae_PacA10853,1371
Pseudomonas_syringae_PavISPaVe013,1377
Pseudomonas_syringae_PavISPaVe037,1365
Pseudomonas_syringae_Pci0788_9,1356
Pseudomonas_syringae_PgyBR1,1367
Pseudomonas_syringae_PgyKN44,1367
Pseudomonas_syringae_PgyLN10,1362
Pseudomonas_syringae_PgyUnB647,1371
Pseudomonas_syringae_Pla107,1372
Pseudomonas_syringae_Pla3988,1359
Pseudomonas_syringae_PlaYM7902,1369
Pseudomonas_syringae_PmaES4326,1370
Pseudomonas_syringae_PmaH7608,1373
Pseudomonas_syringae_PmaKN91,1376
Pseudomonas_syringae_PmaYM7930,1372
Pseudomonas_syringae_PmeN6801,1373
Pseudomonas_syringae_PmpFTRS_U7,1372
Pseudomonas_syringae_Pph1302A,1372
Pseudomonas_syringae_Pph1448A,1378
Pseudomonas_syringae_PphHB10Y,1369
Pseudomonas_syringae_PphNPS3121,1368
Pseudomonas_syringae_PphY5_2,1366
Pseudomonas_syringae_Ps126_6597,1353
Pseudomonas_syringae_Ps127_5992,1341
Pseudomonas_syringae_Psa_105743_6941,1359
Pseudomonas_syringae_Psa_127771_6070,1360
Pseudomonas_syringae_Psa127784_7303,1361
Pseudomonas_syringae_Psa_JA12_7257,1337
Pseudomonas_syringae_Psa_NZ-62_5275,1361
Pseudomonas_syringae_Psa_NZ-63_5516,1362
Pseudomonas_syringae_Psa_NZ-64_5005,1365
Pseudomonas_syringae_Psa_NZ-65_5611,1366
Pseudomonas_syringae_Psa_NZ-66_5141,1362
Pseudomonas_syringae_PseHC_1,1357
Pseudomonas_syringae_Pss9097_6431,1372
Pseudomonas_syringae_Pss9293_6573,1354
Pseudomonas_syringae_Pss9630_6700,1367
Pseudomonas_syringae_Pss9644_6655,1374
Pseudomonas_syringae_Pss9654_5872,1365
Pseudomonas_syringae_Pss9656_6144,1351
Pseudomonas_syringae_Pss9659_6695,1365
Pseudomonas_syringae_Psv4352,1369
Pseudomonas_syringae_psy100_6403,1362
Pseudomonas_syringae_PsyB48,1370
Pseudomonas_syringae_PsyCit7,1359
Pseudomonas_syringae_PT23_5291,1367
Pseudomonas_syringae_Pta6606,1357
Pseudomonas_syringae_pv_aceris_ICMP2802_3792,1346
Pseudomonas_syringae_pv._actinidiae_CFBP_7286,1360
Pseudomonas_syringae_pv._actinidiae_CH2010-6,1352
Pseudomonas_syringae_pv._actinidiae_CRAFRU8.43,1361
Pseudomonas_syringae_pv._actinidiae_ICMP_18708,1360
Pseudomonas_syringae_pv._actinidiae_ICMP_18744,1360
Pseudomonas_syringae_pv._actinidiae_ICMP_18800,1361
Pseudomonas_syringae_pv_actinidiae_ICMP_18801_400,1363
Pseudomonas_syringae_pv_actinidiae_ICMP_18804_689,1377
Pseudomonas_syringae_pv._actinidiae_ICMP_18807,1376
Pseudomonas_syringae_pv_actinidiae_ICMP_18883_7741,1383
Pseudomonas_syringae_pv_actinidiae_ICMP_18884_7746,1363
Pseudomonas_syringae_pv._actinidiae_ICMP_18884_GCA_000648735,1363
Pseudomonas_syringae_pv._actinidiae_ICMP_18886,1288
Pseudomonas_syringae_pv._actinidiae_ICMP_19068,1365
Pseudomonas_syringae_pv._actinidiae_ICMP_19071,1359
Pseudomonas_syringae_pv._actinidiae_ICMP_19072,1358
Pseudomonas_syringae_pv._actinidiae_ICMP_19073,1345
Pseudomonas_syringae_pv_actinidiae_ICMP_19094_407,1375
Pseudomonas_syringae_pv_actinidiae_ICMP_19095_408,1356
Pseudomonas_syringae_pv_actinidiae_ICMP_19097_403,1356
Pseudomonas_syringae_pv_actinidiae_ICMP_19098_398,1388
Pseudomonas_syringae_pv_actinidiae_ICMP_19099_395,1379
Pseudomonas_syringae_pv_actinidiae_ICMP_19100_7742,1379
Pseudomonas_syringae_pv._actinidiae_ICMP_19102,1366
Pseudomonas_syringae_pv._actinidiae_ICMP_19103,1371
Pseudomonas_syringae_pv._actinidiae_ICMP_19104,1365
Pseudomonas_syringae_pv._actinidiae_ICMP_19439,1354
Pseudomonas_syringae_pv._actinidiae_ICMP_19455,1355
Pseudomonas_syringae_pv_actinidiae_ICMP_9617_2475,1362
Pseudomonas_syringae_pv._actinidiae_ICMP_9853,1366
Pseudomonas_syringae_pv_actinidiae_ICMP_9855_410,1370
Pseudomonas_syringae_pv._actinidiae_KW41,1362
Pseudomonas_syringae_pv._actinidiae_M302091,1366
Pseudomonas_syringae_pv._actinidiae_NCPPB_3739,1349
Pseudomonas_syringae_pv._actinidiae_NZ-47,1367
Pseudomonas_syringae_pv_actinidiae_P155_11457,1367
Pseudomonas_syringae_pv._actinidiae_PA459,1362
Pseudomonas_syringae_pv_actinidiae_S14_11517,1355
Pseudomonas_syringae_pv_actinidiae_S21_11515,1355
Pseudomonas_syringae_pv_actinidiae_S2_11516,1355
Pseudomonas_syringae_pv_actinidiae_S23_11514,1365
Pseudomonas_syringae_pv_actinidiae_Shaanxi_M228_2471,1368
Pseudomonas_syringae_pv._actinidiae_Shaanxi_M228_GCA_000344475,1369
Pseudomonas_syringae_pv._actinidiae_Shaanxi_M7,1305
Pseudomonas_syringae_pv_actinidiae_str_Shaanxi_M228_11439,1374
Pseudomonas_syringae_pv._actinidiae_TP1,1354
Pseudomonas_syringae_pv._actinidiae_TP6-1,1361
Pseudomonas_syringae_pv._actinidia_ICMP_18801,1364
Pseudomonas_syringae_pv._actinidia_ICMP_18883,1380
Pseudomonas_syringae_pv._actinidia_ICMP_19094,1374
Pseudomonas_syringae_pv._actinidia_ICMP_19095,1356
Pseudomonas_syringae_pv._actinidia_ICMP_19097,1356
Pseudomonas_syringae_pv._actinidia_ICMP_19098,1385
Pseudomonas_syringae_pv._actinidia_ICMP_19099,1380
Pseudomonas_syringae_pv._actinidia_ICMP_19100,1374
Pseudomonas_syringae_pv._actinidia_ICMP_9617,1363
Pseudomonas_syringae_pv._actinidia_ICMP_9855,1363
Pseudomonas_syringae_pv_actinidifoliorum_CFBP8039_3816,1375
Pseudomonas_syringae_pv_actinidifoliorum_CFBP8043_3814,1381
Pseudomonas_syringae_pv_actinidifoliorum_CFBP8160_3815,1378
Pseudomonas_syringae_pv_actinidifoliorum_CFBP8161_3812,1382
Pseudomonas_syringae_pv_actinidifoliorum_CFBP8180_3813,1377
Pseudomonas_syringae_pv_antirrhini_ICMP4303_3832,1365
Pseudomonas_syringae_pv_apii_ICMP2814_3831,1363
Pseudomonas_syringae_pv_aptata_ICMP459_3800,1357
Pseudomonas_syringae_pv._atrofaciens_DSM_50255,1337
Pseudomonas_syringae_pv_atrofaciens_ICMP4394_3787,1348
Pseudomonas_syringae_pv._avellanae_ISPaVe013,1357
Pseudomonas_syringae_pv._avellanae_ISPaVe037,1346
Pseudomonas_syringae_pv._avii_CFBP_3846,1367
Pseudomonas_syringae_pv_berberidis_ICMP4116_3833,1366
Pseudomonas_syringae_pv._broussonetiae_CFBP_5140,1350
Pseudomonas_syringae_pv._castaneae_CFBP_4217,1375
Pseudomonas_syringae_pv_cerasicola_CFBP_6109_3885,1367
Pseudomonas_syringae_pv_coriandricola_ICMP12471_3823,1355
Pseudomonas_syringae_pv_cunninghamiae_ICMP11894_3794,1378
Pseudomonas_syringae_pv._daphniphylli_CFBP_4219,1369
Pseudomonas_syringae_pv_daphniphylli_ICMP9757_3789,1372
Pseudomonas_syringae_pv._glycinea_B076,1363
Pseudomonas_syringae_pv_helianthi_ICMP4531_3836,1359
Pseudomonas_syringae_pv_lapsa_ICMP3947_3791,1350
Pseudomonas_syringae_pv_maculicola_ICMP3935_3827,1364
Pseudomonas_syringae_pv._maculicola_M6,1358
Pseudomonas_syringae_pv_papulans_CFBP_1754_3080,1365
Pseudomonas_syringae_pv._phaseolicola_1644R,1351
Pseudomonas_syringae_pv_philadelphi_ICMP8903_3825,1364
Pseudomonas_syringae_pv._pisi_H5E3_GCA_000452445,1355
Pseudomonas_syringae_pv_pisi_str_PP1_11440,1359
Pseudomonas_syringae_pv._rhaphiolepidis_CFBP_4220,1378
Pseudomonas_syringae_pv_ribicola_ICMP3882_3828,1372
Pseudomonas_syringae_pv_solidagae_ICMP16925_3796,1375
Pseudomonas_syringae_pv._syringae_1212,1373
Pseudomonas_syringae_pv._syringae_2339,1363
Pseudomonas_syringae_pv_syringae_2340_3879,1365
Pseudomonas_syringae_pv._syringae_B301D-R,1362
Pseudomonas_syringae_pv._syringae_B301D,1370
Pseudomonas_syringae_pv._syringae_B64,1338
Pseudomonas_syringae_pv_syringae_B728a_112,1373
Pseudomonas_syringae_pv._syringae_HRI-W_7924,1369
Pseudomonas_syringae_pv._syringae_HS191,1346
Pseudomonas_syringae_pv_syringae_ICMP3023_3798,1346
Pseudomonas_syringae_pv._syringae_SM,1366
Pseudomonas_syringae_pv._tabaci_6605,1375
Pseudomonas_syringae_pv_tagetis_ICMP4091_3837,1365
Pseudomonas_syringae_pv_theae_ICMP3923_3799,1363
Pseudomonas_syringae_pv._theae_ICMP_3923,1363
Pseudomonas_syringae_pv_theae_NCPPB_2598_2472,1364
Pseudomonas_syringae_pv_theae_NCPPB_2598_3074,1318
Pseudomonas_syringae_pv._tomato_A9,1372
Pseudomonas_syringae_pv._tomato_DC3000,1376
Pseudomonas_syringae_pv_tomato_ICMP2844_3829,1365
Pseudomonas_syringae_pv_viburni_ICMP3963_3830,1379
Pseudomonas_syringae_RM1_6415,1382
Pseudomonas_syringae_RMP20_5993,1368
Pseudomonas_syringae_RMP66_6987,1375
Pseudomonas_syringae_RMX24a1_6882,1371
Pseudomonas_syringae_TLP2,1342
Pseudomonas_syringae_ZUM3584_reassembled,1352
Pseudomonas_syringae_ZUM3984_reassembled,1366
Pseudomonas_thivervalensis_DSM_13194,1393
Pseudomonas_thivervalensis_LMG_21626,1392
Pseudomonas_thivervalensis_PITR2,1403
Pseudomonas_tremae_ICMP9151_3840,1346
Pseudomonas_trivialis_DSM_14937,1330
Pseudomonas_trivialis_IHBB745_3101,1401
Pseudomonas_veronii_R02,1406
Pseudomonas_viridiflava_CDRTc14,1375
Pseudomonas_viridiflava_CFBP13507_7767,1378
Pseudomonas_viridiflava_CFBP13515_7766,1380
Pseudomonas_viridiflava_CFBP_1590_isolate_E12-5_7308,1376
Pseudomonas_viridiflava_CH409_6322,1376
Pseudomonas_viridiflava_ICMP2848_3844,1373
Pseudomonas_viridiflava_TA043,1381
Pseudomonas_viridiflava_UASWS0038,1370
